time/episodes,time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/n_updates,train/actor_loss,train/learning_rate,train/ent_coef,train/ent_coef_loss,train/critic_loss
832,1343,50992,37,86.6,429.82503097,49935,-152.03893064841245,0.0006604666666666667,0.03068082120556098,0.05378383015974974,9.652374836114737
836,1354,51404,37,88.71,434.44988745999996,50340,-153.22298464160755,0.0006577666666666666,0.031104782984757717,-0.16895199736203154,8.987748248445476
840,1362,51768,37,90.49,440.34960523,50669,-153.87136589301812,0.0006555733333333334,0.03066175647980564,0.5650051557100736,8.962454439519526
844,1372,52138,37,92.28,447.4004532699999,51081,-154.04437220862152,0.0006528266666666667,0.030936191285695504,0.21739739507710168,12.676857782066415
848,1380,52479,38,93.55,455.55050463999993,51393,-155.4570053100586,0.0006507466666666666,0.03136719465255737,0.17793453931808473,11.241683632986886
852,1388,52761,37,93.84,460.83148606000003,51702,-156.36540985107422,0.0006486866666666666,0.031142803171697337,0.8246164902662619,12.136715228740986
856,1395,53059,38,93.09,459.86016382,51986,-154.82820696708484,0.0006467933333333334,0.031436448295911155,-0.07445816046152359,10.106278138282972
860,1402,53346,38,91.26,454.94821121999996,52285,-157.78621317545574,0.0006448000000000001,0.03168933893243472,-0.9121027557055156,9.673309243520102
864,1411,53752,38,92.12,457.46926339000004,52674,-158.4896196637835,0.0006422066666666666,0.03197933697984332,0.34071600295248483,10.324311965987796
868,1423,54133,38,91.79,453.50313593000004,53061,-161.09648829182302,0.0006396266666666667,0.03201564961648363,0.673812725412564,10.573114984617458
872,1437,54641,38,93.05,458.82406335,53521,-161.48135744730632,0.00063656,0.03274787372599045,0.842868493994077,11.919968549410502
876,1450,55057,37,94.37,472.05700964999994,53971,-162.94356786677267,0.00063356,0.03342282330304121,-0.5271655722002012,10.404437402708341
880,1459,55419,37,95.68,478.16432732,54339,-164.21649608045522,0.0006311066666666667,0.03333303011437454,0.293314523035937,10.72178817503523
884,1469,55823,37,96.96,486.97639138,54707,-166.328113058339,0.0006286533333333333,0.033995830251470856,1.5770162603129512,9.6023565945418
888,1481,56211,37,96.85,488.9647451300001,55118,-163.9415549888267,0.0006259133333333333,0.03356954052641585,-0.08765791343139098,10.922925364863765
892,1492,56596,37,97.15,491.50942534000006,55504,-163.67795041712318,0.00062334,0.03373141945680467,-0.8103846602323579,9.548342140709481
896,1499,56916,37,95.84,480.9947297699999,55830,-162.1811028305365,0.0006211666666666667,0.03394415503253742,-1.3532739804715526,11.078924096360499
900,1506,57185,37,94.02,477.59279893999997,56126,-163.7290029023823,0.0006191933333333332,0.034269208970822786,-0.22132004326895663,11.20122028024573
904,1512,57407,37,91.97,468.9865857100001,56359,-165.71401629531593,0.00061764,0.03359891513460561,0.08268327252906665,11.046087524347138
908,1518,57641,37,89.74,457.40898838,56590,-166.49423401931236,0.0006161,0.03358644491125797,-1.8458514830161785,9.770570763226214
912,1525,57947,37,88.47,445.0732901799999,56848,-168.9093295424732,0.00061438,0.033437374423244105,0.6428192649314652,9.674090214629672
916,1535,58345,38,87.44,439.81809234,57255,-170.17199631367833,0.0006116666666666667,0.0338551664401677,0.5349638348768565,10.844739764189917
920,1544,58724,38,87.64,440.84530085000006,57624,-168.99891856360057,0.0006092066666666667,0.034395786564028454,1.5731392814999534,25.970920774671768
924,1554,59038,37,87.05,439.59501518,57976,-172.62657666887557,0.00060686,0.03473582406129156,-0.4500981892858233,10.819790022713798
928,1563,59389,37,86.52,438.28789923000005,58306,-170.07064632839626,0.00060466,0.03502796180546284,-1.490272612704171,15.490810256534152
932,1572,59706,37,87.14,441.61878489000003,58642,-172.72718584215318,0.00060242,0.03554829285555595,2.4195906117155745,12.431647713119919
936,1581,60024,37,86.2,440.69167057999994,58953,-172.76096849943463,0.0006003466666666666,0.035544986866022414,-0.9709376397885774,12.623689716740659
940,1590,60349,37,85.81,441.1491573100001,59298,-171.66941710724228,0.0005980466666666666,0.0357558692580667,0.5054023909842831,14.628437524554373
944,1598,60643,37,85.05,435.6371896099999,59589,-173.83089928877982,0.0005961066666666666,0.03541467201552893,2.060865464963411,12.0011517625106
948,1610,61085,37,86.06,438.08413909999996,59980,-173.82862121180483,0.0005935000000000001,0.03590322254029544,-0.24342286704402222,12.994549468943948
952,1625,61620,37,88.59,447.0153943199999,60506,-174.6618756055832,0.0005899933333333334,0.036071180657017976,0.17511512245982885,12.877174571156502
956,1638,62017,37,89.58,446.79128640000005,60961,-175.22765881082287,0.00058696,0.03667288254676522,1.279837411382924,14.557026503742605
960,1649,62438,37,90.92,448.47928296,61337,-174.65914116706048,0.0005844533333333332,0.0373992125627461,-0.1543518721640527,14.551795419279513
964,1659,62866,37,91.14,448.56236992,61751,-174.4864531017485,0.0005816933333333334,0.03703258128925448,-0.8152812449705034,13.327102604366484
968,1669,63271,37,91.38,450.00303656000006,62143,-173.7422052077305,0.00057908,0.03671294634724841,-0.5198524042412087,13.457896668233989
972,1678,63584,37,89.43,443.31850727000005,62528,-171.56081771850586,0.0005765133333333333,0.036320556088217666,0.09010274708271027,14.081010580062866
976,1685,63849,37,87.92,428.82642205999997,62794,-173.68484663963318,0.00057474,0.036371050286106765,1.9117483496665955,13.080452144145966
980,1694,64262,37,88.43,432.23491978000004,63141,-173.71373806724066,0.0005724266666666667,0.03650003666930561,-0.3137373645094377,13.899550769902483
984,1705,64645,37,88.22,436.47049211000007,63562,-175.42751112438384,0.0005696200000000001,0.036900811385185944,-0.034180712132226856,12.604343584605626
988,1715,64970,37,87.59,433.35637235999997,63888,-173.97738459338882,0.0005674466666666666,0.036632537688702754,-1.5147961133146939,12.22652184473325
992,1724,65318,37,87.22,432.1818079099999,64237,-174.35934036769223,0.0005651200000000001,0.03636841287606218,1.5326535005247994,13.20375041747361
996,1732,65677,37,87.61,439.5184721,64593,-174.44829187160585,0.0005627466666666668,0.036915105971984746,1.424053603556098,12.335368307625375
1000,1742,66078,37,88.93,446.28435728,64970,-173.2785917115443,0.0005602333333333334,0.037111756473200995,-2.1379869157828173,11.522633969205097
1004,1753,66542,37,91.35,456.43649137,65445,-174.96394818894407,0.0005570666666666666,0.036443379925603564,-1.2471137122905,11.857566843641566
1008,1762,66913,37,92.72,466.17471614000004,65839,-176.39635360881846,0.00055444,0.03628851877905989,-0.89551124136935,11.673036139498475
1012,1771,67278,37,93.31,477.09771337000006,66190,-174.22913959462156,0.0005521,0.036438784572065515,-0.23547177289121896,11.560058973168815
1016,1780,67619,37,92.74,480.90548878000004,66538,-173.62780492446,0.0005497799999999999,0.03676979265668813,-0.4315276342279771,12.255440981247846
1020,1790,68094,38,93.7,485.5458757,66906,-176.44435105368356,0.0005473266666666667,0.036409526889290764,-0.004565068494493716,12.433499024293132
1024,1798,68343,37,93.05,481.27734687,67277,-173.29849132191052,0.0005448533333333335,0.03633402917872776,-1.4168695363131436,11.923633766174316
1028,1805,68669,38,92.8,484.46373244,67586,-173.2192735414247,0.0005427933333333333,0.03635131985553213,0.38243062109560577,11.864662801897204
1032,1817,69119,38,94.13,484.0841936,67997,-173.79087905128404,0.0005400533333333332,0.036298440603336486,-1.301760979808203,11.177526738383982
1036,1829,69557,38,95.33,493.01397040000006,68469,-171.4006582406851,0.0005369066666666666,0.035688974822943025,-0.5166859207572517,11.513111586099143
1040,1838,69903,38,95.54,493.6535204700001,68819,-168.87012396918402,0.0005345733333333334,0.035118714526847554,0.17545465922649997,11.610990759767132
1044,1845,70233,38,95.9,500.28970591999996,69149,-172.08259396939664,0.0005323733333333334,0.03480883169214468,-0.12464565199774665,11.335896994616535
1048,1854,70582,38,94.97,498.20660074999995,69491,-172.0267333984375,0.0005300933333333333,0.03501082881447974,-0.19187781984886426,11.776881710866864
1052,1866,71049,38,94.29,491.60992326999985,69958,-173.42936772408245,0.00052698,0.0357019591996138,3.0983311769773634,13.6023341185755
1056,1880,71602,38,95.85,504.92094465,70465,-174.9131372016773,0.0005236,0.036169017844817096,-0.869357234553287,12.885679855681301
1060,1892,72003,38,95.65,510.69135936000004,70917,-177.18838986483487,0.0005205866666666666,0.0366033866324208,2.4282285646958783,12.551622832905162
1064,1903,72351,38,94.85,509.87108218000003,71296,-177.73839290325458,0.00051806,0.037085975806873575,0.8036958483549265,13.363737262212313
1068,1912,72699,38,94.28,510.2808818799999,71609,-176.74102783203125,0.0005159733333333335,0.03751027467119139,0.7684616127679514,16.090689991795738
1072,1922,73051,37,94.67,512.5627284499999,71984,-175.2735767364502,0.0005134733333333333,0.03796531552110206,0.7329244938763705,14.704713106155396
1076,1931,73345,37,94.96,517.96618098,72273,-176.41313125838096,0.0005115466666666666,0.03856801352838972,1.075058131075617,15.675679263783925
1080,1940,73683,37,94.21,514.0384767,72590,-177.90949515010533,0.0005094333333333334,0.03870691702272115,-0.3785172486573123,15.923443547795328
1084,1951,74108,37,94.63,513.42111441,73009,-179.57854837914036,0.00050664,0.03868850062869183,-0.4075865325045912,14.858616939962726
1088,1963,74532,37,95.62,517.4724693900001,73412,-180.3185491208677,0.0005039533333333333,0.03766610024979821,1.1706636763281293,13.930509814509639
1092,1976,74977,37,96.59,519.07078982,73885,-181.10975627410107,0.0005008,0.03844580909189505,0.32788687791579807,14.626063970419077
1096,1987,75343,37,96.66,517.2959385099999,74265,-183.0498566024605,0.0004982666666666667,0.03844338252969172,2.4961809207653176,16.198995107891914
1100,1997,75680,37,96.02,514.07731639,74601,-182.81489765213198,0.0004960266666666666,0.03895330797117877,0.416310196899506,14.942944882863975
1104,2006,76027,37,94.85,510.00770248999993,74947,-182.96102493800473,0.00049372,0.03894165932629885,-0.6510674745849009,15.124949144513419
1108,2015,76366,37,94.53,508.29648876,75288,-184.15578981725182,0.0004914466666666667,0.03891031303238578,0.9704413508496633,15.730552498887224
1112,2025,76714,37,94.36,507.96768834,75632,-183.69738014975746,0.0004891533333333334,0.038855825520151266,0.60668662747184,15.53447906787579
1116,2034,77072,37,94.53,510.4540923900001,75982,-184.0603742278024,0.00048682000000000006,0.039064666193522765,-0.508024830496713,15.055497383803464
1120,2046,77496,37,94.02,508.06838056,76368,-184.01489473593355,0.0004842466666666667,0.03860420109045626,-0.667005900180701,14.758099893126825
1124,2058,77982,37,96.39,518.60927526,76812,-184.2174432927912,0.0004812866666666666,0.038063928581677474,-1.8266355186313779,14.747964636071936
1128,2071,78379,37,97.1,523.4969493,77290,-183.9509771010455,0.00047809999999999997,0.03768285926358372,-0.7265377371918922,15.297728828355378
1132,2082,78757,37,96.38,523.6255443599999,77691,-183.92668169195002,0.0004754266666666667,0.037410515191202816,-1.2010203979232095,15.62031603943218
1136,2092,79127,37,95.7,519.6066391200001,78035,-183.10540932103208,0.0004731333333333333,0.03677712914190794,-0.5650925623743157,14.584503806264777
1140,2102,79450,37,95.47,520.9024865299999,78377,-181.3782662101414,0.00047085333333333335,0.03655249730724355,-1.6237084288959918,14.478119259295257
1144,2110,79751,37,95.18,518.95466521,78680,-182.50996129653032,0.0004688333333333333,0.035996206049971724,-0.7141082418315551,15.482645918341245
1148,2121,80197,37,96.15,521.43696309,79013,-181.85112895965577,0.0004666133333333333,0.03668531840667129,-1.1254430525004864,14.38970626592636
1152,2135,80619,37,95.7,528.58517953,79496,-182.1092938874897,0.0004633933333333333,0.036761612837251864,-0.34186954372807554,14.489496933786493
1156,2147,80976,37,93.74,520.0888599799999,79888,-179.31398084687024,0.00046078,0.03691564650252098,-0.3138189897304628,13.78925824746853
1160,2159,81410,37,94.07,521.57385853,80297,-181.2693846612914,0.0004580533333333333,0.03714485441008185,0.14932075932494596,15.701173994276258
1164,2172,81908,37,95.57,534.28784511,80690,-180.82589374889028,0.00045543333333333336,0.03743946772407402,-0.2651948793367906,15.40450970693068
1168,2185,82278,37,95.79,533.21923984,81166,-179.20997320745408,0.00045226,0.036974211789898036,-1.9323384712651832,14.973194849859809
1172,2195,82570,37,95.19,526.84952215,81509,-184.6437064392926,0.00044997333333333337,0.03633044537616103,-0.6287122474957819,14.751882161179633
1176,2203,82831,37,94.86,519.1207941900001,81764,-183.13767954508464,0.00044827333333333333,0.03574277628213167,0.4138178070386251,14.71050640741984
1180,2212,83079,37,93.96,514.5586104700001,82027,-181.28870088760166,0.00044652000000000005,0.03548976044132285,2.8643343930375087,14.58190246477519
1184,2219,83365,37,92.57,507.0520802,82298,-182.9182233025046,0.00044471333333333333,0.03600232360117576,2.2312427927466,15.668001848108629
1188,2231,83839,37,93.07,515.3325425099999,82709,-184.2922014834276,0.00044197333333333334,0.03624871993131602,-0.23862544013493098,15.915959222992853
1192,2245,84277,37,93.0,519.44746433,83166,-183.38748631711866,0.0004389266666666667,0.0370215184559099,0.05342374473321633,15.06216040595633
1196,2257,84653,37,93.1,519.68983273,83560,-181.9675295875186,0.00043630000000000003,0.036892234214714596,-1.3167851868129912,15.803119713919504
1200,2267,85025,37,93.45,518.22707209,83926,-183.63441603254563,0.00043386000000000005,0.037578183051088065,-0.6350791436610835,15.033283686873936
1204,2279,85469,37,94.42,516.7908322899999,84370,-181.92680159859034,0.00043089999999999996,0.037809372466543444,-0.05118610029635222,15.452783460202424
1208,2293,85898,37,95.32,516.81578992,84798,-185.00666631971086,0.0004280466666666667,0.037728579116186926,2.7062135376036167,16.45337497336524
1212,2305,86295,37,95.81,510.85594475,85195,-182.75383846316717,0.0004254,0.03796035908492266,-0.10185937227401058,17.491329547578253
1216,2317,86728,37,96.56,515.10647091,85617,-184.47117574591385,0.00042258666666666666,0.03895559939637519,0.676674505074819,18.04577122236553
1220,2330,87190,37,96.94,521.48736545,86107,-188.10002026367187,0.00041932000000000004,0.039189272820949556,-0.05917247581481934,18.186195762634277
1224,2340,87591,37,96.09,519.27087381,86488,-189.7687532212999,0.00041678000000000006,0.03938208425210582,0.2778418779373169,17.21076932483249
1228,2351,87953,37,95.74,516.35717041,86877,-189.38355269522037,0.00041418666666666673,0.03894325728826928,-2.1364748174289487,16.671590931010694
1232,2362,88381,37,96.24,521.16174145,87288,-189.0785210411828,0.00041144666666666663,0.03805800050765545,-0.6795486485635912,15.727426606255609
1236,2374,88791,37,96.64,524.22020978,87704,-190.93826151339806,0.00040867333333333334,0.03757093749313711,-2.020807897933176,15.686572984000232
1240,2386,89210,37,97.6,533.9374461300001,88107,-191.59944461436754,0.00040598666666666675,0.03714821722065465,-1.0758037017972282,16.61876025896394
1244,2400,89729,37,99.78,538.7673165799999,88620,-189.2305379506704,0.0004025666666666666,0.03760030698534605,0.3869463540412284,15.868333878388276
1248,2414,90217,37,100.2,539.7445514399999,89107,-189.99554041812294,0.00039932,0.03766627021526035,-0.5845678946129361,15.597376565287885
1252,2426,90682,37,100.63,537.9811565000001,89568,-187.63319495872216,0.00039624666666666664,0.03728879039624223,-0.4042595674594243,15.362322462929619
1256,2437,91048,37,100.72,536.28366029,89945,-185.9412399291992,0.0003937333333333334,0.03729331560432911,0.6242958319187164,15.474933547973633
1260,2449,91427,37,100.17,540.3047089400001,90334,-183.50011135669465,0.00039114000000000005,0.037789490034288546,-1.2834470278405128,15.37170075355692
1264,2460,91878,37,99.7,538.80489105,90775,-180.3115362637285,0.0003882,0.03737822903887085,0.13124164420625437,15.230202743972557
1268,2472,92271,37,99.93,549.29444009,91162,-179.05592034452704,0.00038562,0.03710974989238606,-2.3890524320704962,15.8524720181701
1272,2482,92683,37,101.13,567.66906188,91580,-180.16478597706762,0.0003828333333333334,0.036612544337223316,-0.41089645678969633,13.907082086321951
1276,2494,93126,37,102.95,577.7148561299999,92027,-180.54904830932617,0.00037985333333333336,0.03658916708081961,0.8094044953584671,14.462661695480346
1280,2505,93479,37,104.0,587.2328124,92393,-180.3423593255538,0.0003774133333333334,0.03687927023142199,-0.21779340128355387,14.768466273440591
1284,2516,93823,37,104.58,593.4355500300001,92735,-178.80629358059022,0.0003751333333333333,0.03721236242208539,1.0260614949028666,15.057021222463469
1288,2525,94143,37,103.04,582.83718882,93067,-179.97726476760138,0.00037292000000000005,0.03714146243319625,0.3813594877719879,15.994239409764608
1292,2535,94489,37,102.12,579.53257237,93412,-180.34456265910288,0.00037061999999999994,0.03736874716502897,1.1721833194239755,15.889327081401696
1296,2546,94874,37,102.21,582.36340695,93767,-181.97086809943704,0.00036825333333333335,0.03719687593333861,1.133652188497431,15.247234939126407
1300,2556,95236,37,102.11,586.82297679,94154,-183.03885946468432,0.00036567333333333333,0.03774656184321763,-0.02093108941097649,16.126124459870006
1304,2567,95648,37,101.79,590.70015365,94543,-183.4750847772721,0.00036307999999999995,0.03784729113135863,0.37446210799960916,15.868792787604376
1308,2580,96135,37,102.37,607.01884238,94933,-184.09050004378608,0.00036048000000000005,0.03820873922465936,2.0962235409280527,15.145476735156516
1312,2596,96564,37,102.69,620.09479343,95458,-186.25349326211898,0.00035697999999999996,0.03791588810501528,-0.1751347281893746,15.68146755656258
1316,2606,96941,37,102.13,621.49609651,95858,-185.09833825152853,0.00035431333333333336,0.03771844931432734,-2.4491623471612516,15.522700983545054
1320,2617,97317,37,101.27,624.6440149499999,96222,-182.34545378632598,0.0003518866666666667,0.03752205389869082,0.025577893623938926,16.201759306939092
1324,2627,97700,37,101.09,630.15085928,96598,-184.60745371942934,0.00034938000000000005,0.037984157062095146,2.512800369573676,16.0705870649089
1328,2639,98166,37,102.13,643.2640665,97034,-184.6935419481854,0.0003464733333333333,0.03787084075427333,-0.9187672824360603,16.32609275329945
1332,2654,98641,37,102.6,650.6083977399999,97550,-187.35426103307844,0.0003430333333333333,0.037162531325791746,-0.6906593759009179,15.44765147757023
1336,2665,99117,37,103.26,647.65625543,97934,-186.99155020206533,0.0003404733333333333,0.03706327171877344,-2.0098879229515156,15.372223204754768
1340,2676,99519,37,103.09,639.8230183800001,98414,-189.20828071681933,0.00033727333333333334,0.036911033607762433,-0.08998868246188109,15.281832135956863
1344,2690,99990,37,102.61,646.1375539200001,98904,-187.9805679321289,0.00033400666666666667,0.03659488260746002,-0.5229986192474902,15.196543042088898
1348,2704,100494,37,102.77,650.92357961,99389,-187.01431321606194,0.00033077333333333335,0.03632407343571948,-0.8708740018077732,14.805873546403708
1352,2716,100921,37,102.39,658.8911745999999,99810,-184.9272470185251,0.00032796666666666665,0.0362610597201068,-2.113675762908627,14.572984599103831
1356,2728,101432,37,103.84,676.05133426,100219,-182.92642534044055,0.00032523999999999997,0.03643355584806866,-0.6945667545000712,14.543687025705973
1360,2747,101992,37,105.65,677.5924638099999,100864,-181.2906222734295,0.00032094000000000003,0.03576178259414728,-0.018887903846678187,13.404942356172155
1364,2759,102363,37,104.85,671.1645851,101285,-179.24563563147257,0.0003181333333333334,0.03514763357680897,1.238161859817283,13.882915507915408
1368,2768,102658,37,103.87,659.12668795,101592,-176.18403468412512,0.0003160866666666666,0.035126667469739914,-0.520514949279673,13.71075062190785
1372,2777,102988,37,103.05,648.2262665600001,101909,-178.7593464570887,0.0003139733333333333,0.035255803606089424,-0.4485930709277882,13.335744296803194
1376,2788,103357,37,102.31,651.8623769000001,102286,-177.42778982030282,0.00031145999999999995,0.03499642047699135,-0.5950974456154474,14.634377961111541
1380,2798,103790,37,103.11,658.7189715999999,102651,-176.2695644869663,0.0003090266666666667,0.035009933838454806,1.402601927813917,13.52950671167657
1384,2814,104343,37,105.2,663.22469,103225,-178.79430603713132,0.00030520000000000005,0.035261040197664434,-1.4158987911899439,13.75221561581901
1388,2827,104788,37,106.45,665.47617065,103682,-181.64382406929943,0.00030215333333333337,0.0354603904290734,-0.6393378627634494,14.399775112900778
1392,2838,105162,37,106.73,665.40072436,104070,-177.9383888646176,0.00029956666666666667,0.035663782883631555,-0.38724511799059413,15.131102953459088
1396,2850,105580,37,107.06,668.37610663,104510,-179.92809712727865,0.0002966333333333333,0.03628223811586698,-0.5714041455586751,15.080506381988526
1400,2860,105928,37,106.92,667.82290793,104825,-180.2576214754129,0.0002945333333333333,0.036149037978317165,0.9670023480548134,17.153777363934093
1404,2875,106439,37,107.91,667.2661999,105373,-179.89137392911044,0.00029088000000000003,0.03655170693316243,-0.15053143961863083,16.754392190413043
1408,2889,106972,37,108.37,665.3817840999999,105842,-183.1479442889874,0.0002877533333333333,0.03631761624262883,-1.1241919182814084,16.467068833571215
1412,2902,107458,37,108.94,661.8618098599999,106348,-183.4298849105835,0.00028438,0.03702236062963493,1.8789311377331614,16.83468885719776
